state,priors
1,0.0102040816326531
2,0.0102040816326531
3,0.0102040816326531
4,0.0102040816326531
5,0.0102040816326531
6,0.0102040816326531
7,0.0102040816326531
8,0.0102040816326531
9,0.0102040816326531
10,0.0102040816326531
11,0.0102040816326531
12,0.0102040816326531
13,0.0102040816326531
14,0.0102040816326531
15,0.0102040816326531
16,0.0102040816326531
17,0.0102040816326531
18,0.0102040816326531
19,0.0102040816326531
20,0.0102040816326531
21,0.0102040816326531
22,0.0102040816326531
23,0.0102040816326531
24,0.0102040816326531
25,0.0102040816326531
26,0.0102040816326531
27,0.0102040816326531
28,0.0102040816326531
29,0.0102040816326531
30,0.0102040816326531
31,0.0102040816326531
32,0.0102040816326531
33,0.0102040816326531
34,0.0102040816326531
35,0.0102040816326531
36,0.0102040816326531
37,0.0102040816326531
38,0.0102040816326531
39,0.0102040816326531
40,0.0102040816326531
41,0.0102040816326531
42,0.0102040816326531
43,0.0102040816326531
44,0.0102040816326531
45,0.0102040816326531
46,0.0102040816326531
47,0.0102040816326531
48,0.0102040816326531
49,0.0102040816326531
50,0.0102040816326531
51,0.0102040816326531
52,0.0102040816326531
53,0.0102040816326531
54,0.0102040816326531
55,0.0102040816326531
56,0.0102040816326531
57,0.0102040816326531
58,0.0102040816326531
59,0.0102040816326531
60,0.0102040816326531
61,0.0102040816326531
62,0.0102040816326531
63,0.0102040816326531
64,0.0102040816326531
65,0.0102040816326531
66,0.0102040816326531
67,0.0102040816326531
68,0.0102040816326531
69,0.0102040816326531
70,0.0102040816326531
71,0.0102040816326531
72,0.0102040816326531
73,0.0102040816326531
74,0.0102040816326531
75,0.0102040816326531
76,0.0102040816326531
77,0.0102040816326531
78,0.0102040816326531
79,0.0102040816326531
80,0.0102040816326531
81,0.0102040816326531
82,0.0102040816326531
83,0.0102040816326531
84,0.0102040816326531
85,0.0102040816326531
86,0.0102040816326531
87,0.0102040816326531
88,0.0102040816326531
89,0.0102040816326531
90,0.0102040816326531
91,0.0102040816326531
92,0.0102040816326531
93,0.0102040816326531
94,0.0102040816326531
95,0.0102040816326531
96,0.0102040816326531
97,0.0102040816326531
98,0.0102040816326531
